session_id,target
1,6.0574346826230204e-05
2,1.5434607000083942e-07
3,9.316027944593526e-09
4,4.710641230004827e-10
5,2.5661146993471357e-05
6,6.085230027642066e-06
7,0.0006263307013948734
8,0.00020827378615313443
9,1.8387245518131347e-05
10,0.001258256777969279
11,1.193387190148185e-05
12,1.7495326640111347e-06
13,1.198185885111967e-05
14,0.012529780422998717
15,0.00010194635920835021
16,0.00013041910163333434
17,0.017739503323757653
18,7.269697225316746e-07
19,0.0004889203534162159
20,1.1661158132121541e-07
21,0.02763668193608111
22,3.768419807342688e-07
23,2.439500130128625e-05
24,0.0018693312614964997
25,0.07283024062891345
26,9.188502590348762e-09
27,1.1733208227826662e-05
28,3.875672434589884e-09
29,0.01527062580071916
30,0.00023804430764824613
31,0.02261848236736294
32,0.012557111704136625
33,1.4707874222117473e-05
34,1.6850445734870782e-07
35,0.017437922746410876
36,0.00026881097203465743
37,5.5533509336769866e-11
38,1.0488885581510769e-07
39,5.225404319435603e-05
40,9.010842870225299e-07
41,0.0003147537920803515
42,0.0073897403273131415
43,3.2868990594080652e-06
44,1.096499084214819e-05
45,0.2898937929109798
46,2.3400661839608542e-05
47,0.00010144883848612574
48,9.133951092603612e-06
49,1.9305502777284933e-05
50,1.374660245901715e-07
51,7.388819807173474e-10
52,5.133720210946415e-06
53,0.019814470130176315
54,0.0001248452971408307
55,8.089578405165794e-06
56,0.006468036904908939
57,1.729680869479885e-08
58,3.1579530654516176e-07
59,2.194566649335867e-06
60,1.9463783861638142e-07
61,1.7159613015532895e-07
62,3.6148753081033494e-05
63,6.793256835459427e-07
64,1.7842617899829105e-05
65,1.003324637525784e-06
66,4.4782743458105075e-07
67,9.67205963024996e-06
68,0.00031142000130447863
69,0.04433691312178845
70,3.880948918556167e-06
71,0.0003708307974958179
72,0.00011353845357162993
73,0.14323093033125678
74,8.080115445452701e-06
75,2.812520715849875e-05
76,0.00039764031806143753
77,0.00022315295595453096
78,0.0022679518244253624
79,5.106349151017857e-06
80,1.2118423487786984e-06
81,4.3854376994534406e-07
82,0.00016308412427006432
83,3.134398646270171e-09
84,0.5726022865199892
85,1.0446363800501935e-05
86,4.524655210637548e-07
87,0.0021488016139878724
88,0.00023255410647859428
89,0.0004276573082412412
90,0.031549905118506645
91,3.391935693737981e-06
92,4.1736050272101826e-07
93,0.034182602924426445
94,2.608202452733175e-05
95,0.0945656148105181
96,1.8062689402182283e-07
97,0.00013113895858221986
98,1.4096996772879607e-06
99,6.365999918249885e-07
100,3.508845188014848e-05
101,6.855497553074738e-06
102,0.11909591424190229
103,2.690751097686299e-05
104,3.3139380294223815e-05
105,7.823219437002736e-06
106,4.284372035771947e-06
107,0.0029618310935467075
108,1.7184188173859226e-05
109,1.8112121118704954e-07
110,1.362732939936012e-06
111,6.884887038360737e-05
112,2.6331290312634597e-09
113,0.0002427139747690713
114,6.055710454009973e-08
115,9.970524017132017e-07
116,9.369605285578743e-06
117,3.085219131724791e-05
118,0.0018102496501412409
119,0.000170396018346833
120,0.000175136293610258
121,1.4779243371253468e-06
122,2.1307158510276173e-06
123,5.607953063451266e-06
124,2.4548605370036285e-05
125,0.0014429718694670011
126,1.7300624635517253e-07
127,2.703680362635405e-09
128,4.813040674178737e-06
129,0.0019876265338082694
130,0.0027655522938348455
131,0.0001179254027014069
132,0.0007429210825169711
133,0.001161470044333601
134,6.378917014225023e-07
135,5.8412327110754914e-08
136,3.808544931928294e-05
